Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW32,OUT017,1162.2477
NCQ18,OUT010,182.5881
FDX14,OUT027,2228.3215
FDD46,OUT017,2176.5237
FDI34,OUT019,462.6734
NCJ17,OUT035,1443.3281
FDB52,OUT035,2575.6094
FDV55,OUT018,2009.4796
FDC57,OUT046,3757.0564
FDB29,OUT046,1834.4438
NCO43,OUT035,2448.6064
FDG44,OUT045,1049.1112
FDJ34,OUT045,1781.937
FDH40,OUT049,1278.5852
NCD07,OUT027,4405.699
FDB41,OUT017,754.0298
FDH47,OUT018,999.2986
DRK37,OUT035,3948.7043
FDM25,OUT019,371.9697
NCX06,OUT045,3444.5295
NCS05,OUT017,2470.437
FDS39,OUT045,1599.6942
FDC47,OUT027,5067.3335
FDG20,OUT013,2242.1836
DRL23,OUT017,1738.2018
FDY33,OUT013,2409.9185
NCH18,OUT045,3017.66
FDX47,OUT035,2276.6167
NCB06,OUT045,2173.054
FDP36,OUT049,691.495
FDW44,OUT018,2611.704
NCU41,OUT018,3219.7793
NCS17,OUT046,1697.0789
FDD46,OUT035,2336.4204
FDE45,OUT017,4145.4453
FDI09,OUT017,4105.304
NCJ54,OUT010,568.62
NCA29,OUT018,3044.0059
NCN41,OUT027,4217.8423
FDY34,OUT035,2692.4524
NCG55,OUT035,1968.0618
DRM49,OUT046,719.8713
NCB42,OUT049,2248.7913
FDE58,OUT045,1860.998
DRJ25,OUT013,714.9464
FDS47,OUT010,146.5129
FDY21,OUT049,3822.5408
NCI54,OUT013,1856.6204
FDO24,OUT017,2204.4158
FDY43,OUT035,2548.79
FDF35,OUT018,974.4509
NCP29,OUT019,230.4209
FDN28,OUT027,2091.0752
FDJ50,OUT018,769.5498
FDQ14,OUT027,3477.0483
FDC37,OUT035,1845.5446
FDN08,OUT046,2041.876
FDD04,OUT035,1708.5806
FDW34,OUT018,3253.159
FDP04,OUT017,935.1153
NCG07,OUT017,2713.7507
NCN14,OUT018,1765.2769
FDJ16,OUT045,904.4136
NCM42,OUT045,1669.2015
NCF19,OUT046,728.9584
FDY21,OUT018,3558.121
FDY19,OUT035,2459.558
FDV09,OUT045,2424.4285
FDA28,OUT013,2269.9985
FDC38,OUT018,1868.9904
FDL28,OUT045,3666.988
NCH43,OUT049,2536.1106
NCN53,OUT045,495.947
NCW05,OUT017,2859.3708
NCO30,OUT018,2168.2856
FDT04,OUT019,103.1289
FDB27,OUT018,2995.969
NCK07,OUT013,2343.9255
NCA53,OUT013,732.8404
FDB33,OUT018,2366.42
FDU37,OUT017,1817.2928
FDR13,OUT035,1830.4368
FDE45,OUT049,2843.8274
FDV37,OUT017,2628.4524
FDX44,OUT019,401.3996
NCL06,OUT017,3944.5027
FDJ28,OUT045,2789.217
FDX55,OUT049,4423.7153
NCK17,OUT018,432.8222
FDH52,OUT035,1235.0515
FDN13,OUT027,2492.9229
FDK44,OUT018,2299.787
FDU16,OUT046,2044.6854
FDZ07,OUT017,866.9473
NCN06,OUT027,4223.1533
FDH02,OUT010,215.9134
NCW18,OUT045,3165.6294
FDH57,OUT013,1432.9121
FDV35,OUT045,3316.8518
NCU29,OUT013,2873.9668
NCP02,OUT046,731.8804
FDN44,OUT013,2419.0525
FDX03,OUT018,158.465
FDR11,OUT010,458.4518
FDA36,OUT046,2106.0642
FDP58,OUT027,4711.4985
FDH31,OUT045,1348.8817
FDH34,OUT035,3313.6016
FDS13,OUT035,3512.5195
FDT01,OUT018,3034.3677
FDY09,OUT049,1845.6296
FDV33,OUT027,5399.964
NCW29,OUT010,185.1784
NCN17,OUT045,1184.0731
FDX01,OUT046,1477.3584
FDL03,OUT049,3651.6956
DRL59,OUT049,1080.0863
DRM11,OUT027,4673.6187
FDA43,OUT049,1969.319
FDZ56,OUT010,287.9643
FDI44,OUT018,1379.7816
FDB50,OUT013,1436.7908
FDU15,OUT019,65.7843
NCJ19,OUT019,191.9913
FDD48,OUT013,2508.734
NCW42,OUT035,4392.251
FDL24,OUT017,2974.3013
NCB30,OUT013,2772.9773
FDK25,OUT013,3923.6104
FDW28,OUT049,2733.598
FDD47,OUT017,4160.512
FDK16,OUT019,312.0871
FDW37,OUT046,1125.9382
FDA48,OUT035,4756.1436
FDA14,OUT017,2120.0227
FDV15,OUT013,1976.5892
FDN22,OUT049,3184.1729
NCD55,OUT045,687.232
FDY43,OUT013,2794.4841
NCU05,OUT017,1621.6019
FDF10,OUT035,3078.3264
FDR39,OUT018,2579.2744
FDG40,OUT013,627.9847
FDZ28,OUT019,360.9606
FDE02,OUT045,1710.2513
FDU60,OUT049,5094.0034
FDM21,OUT013,3076.8877
FDV52,OUT019,230.3531
NCW06,OUT013,2311.7498
FDX36,OUT035,4716.306
FDT35,OUT027,4205.1616
NCL19,OUT010,231.0634
NCD31,OUT046,3200.421
FDE53,OUT019,371.039
FDW58,OUT019,112.8877
DRF48,OUT046,1617.5206
FDW57,OUT035,2830.4395
DRH13,OUT017,1307.7906
FDT33,OUT013,1991.683
DRK47,OUT027,5116.6045
FDY22,OUT010,292.49
FDC35,OUT019,409.5032
FDO03,OUT013,4088.2175
FDF24,OUT045,1213.4819
FDF56,OUT018,2557.128
FDD28,OUT013,648.7516
FDG53,OUT027,3168.59
FDO27,OUT019,189.969
NCF54,OUT018,2643.1318
FDC20,OUT027,1337.5704
FDU10,OUT046,783.8383
DRA24,OUT018,2644.5334
FDA02,OUT010,203.287
FDG10,OUT017,500.394
FDW39,OUT010,580.5199
FDP04,OUT019,271.7528
NCM55,OUT013,2904.9934
FDG47,OUT045,4873.6743
NCU41,OUT017,3798.598
NCK31,OUT017,795.3113
FDZ46,OUT045,1861.3236
FDU13,OUT027,2845.0652
NCF19,OUT045,712.7712
NCJ43,OUT013,2612.049
NCJ05,OUT045,2475.5845
FDS04,OUT027,4340.828
FDX28,OUT010,151.243
FDB41,OUT027,1332.684
FDG53,OUT046,1667.5365
FDL15,OUT010,262.0344
FDQ08,OUT049,862.2323
DRN36,OUT013,1663.4305
FDI46,OUT013,5023.1016
FDG16,OUT027,5079.6035
FDV32,OUT013,1347.822
FDF44,OUT010,144.3812
FDK04,OUT018,613.0476
NCA41,OUT013,2711.0125
FDD51,OUT017,539.307
NCZ53,OUT045,3068.7456
FDP01,OUT027,4353.4956
FDY25,OUT049,3089.1855
FDB17,OUT018,2887.1792
NCV54,OUT018,1498.4792
FDJ32,OUT017,905.0257
FDA37,OUT049,2083.0503
FDG35,OUT035,3305.9631
NCM05,OUT018,4375.9487
FDG45,OUT046,3452.8188
FDH28,OUT013,495.152
NCE18,OUT049,4050.359
FDH38,OUT045,2133.5
FDR56,OUT013,3253.583
FDH17,OUT027,1612.1047
FDD39,OUT049,4415.9727
FDB41,OUT049,865.4371
NCR53,OUT046,3280.963
FDX46,OUT017,714.3156
FDV28,OUT049,444.7278
FDA08,OUT018,2259.5068
FDH45,OUT017,748.8825
NCS38,OUT010,291.896
FDD40,OUT010,614.2744
DRM59,OUT035,2096.0293
NCJ43,OUT018,3052.4978
NCN29,OUT013,543.2926
NCC19,OUT045,4209.8447
FDR56,OUT035,3182.4033
FDZ43,OUT049,3423.8948
FDJ32,OUT010,126.8622
DRH03,OUT017,892.6182
NCZ54,OUT035,3372.446
FDE26,OUT017,2858.7576
FDS03,OUT045,1412.5043
DRZ24,OUT019,473.9276
FDO48,OUT027,5412.4053
FDW39,OUT049,2146.0254
NCK05,OUT049,873.6905
NCK30,OUT017,4290.5903
FDT27,OUT018,2626.734
FDS08,OUT019,344.0284
NCJ19,OUT049,1022.1561
FDC58,OUT045,954.4084
DRE37,OUT013,2933.5498
FDW02,OUT035,2680.548
FDJ02,OUT010,302.5094
FDX09,OUT045,3764.1328
FDT31,OUT010,365.8213
FDI24,OUT049,3282.8694
FDY09,OUT045,3245.158
FDV28,OUT045,545.9488
DRM47,OUT049,3877.4688
FDT52,OUT019,534.2602
FDI48,OUT018,647.6653
FDY55,OUT017,6949.6074
FDU48,OUT013,1681.3046
FDN25,OUT045,681.4126
FDP20,OUT049,1596.2224
FDJ15,OUT013,5655.4375
FDD04,OUT018,1649.5912
FDY58,OUT045,5393.358
FDR37,OUT018,2915.614
FDF44,OUT013,2062.9775
FDD32,OUT045,1322.52
FDR57,OUT017,2025.0408
DRG39,OUT027,1288.6536
FDX15,OUT017,2833.8574
DRN37,OUT045,1907.3276
FDW40,OUT027,3681.0637
FDB32,OUT049,1949.472
FDM40,OUT018,1804.8834
FDE39,OUT027,3325.633
DRH49,OUT017,1405.5779
FDT46,OUT049,728.9789
NCF06,OUT035,2756.077
FDP07,OUT017,2837.7993
FDC04,OUT013,3543.7507
FDZ32,OUT017,1557.5802
FDD50,OUT045,3355.9548
FDU56,OUT017,3024.5537
FDV34,OUT017,1014.2145
NCY41,OUT013,798.45
NCK18,OUT046,3053.2124
DRH25,OUT049,969.3403
FDT57,OUT046,4111.0225
FDV56,OUT018,1494.658
FDV12,OUT045,2305.1772
FDN52,OUT017,1342.2561
FDX38,OUT035,656.9814
FDE47,OUT018,1705.2996
NCO07,OUT013,3074.4143
FDV09,OUT027,3173.5886
FDZ23,OUT019,927.2613
DRH51,OUT018,1067.7096
NCY54,OUT045,2527.4763
DRG49,OUT013,5493.9746
NCC19,OUT049,4326.4395
NCV53,OUT045,6106.1753
FDZ47,OUT019,218.1526
NCO26,OUT018,1723.0164
NCP02,OUT045,933.0457
NCW30,OUT018,2464.2844
NCN55,OUT046,5088.1855
FDB20,OUT010,159.1202
DRL11,OUT013,1717.35
DRD60,OUT045,2901.8125
FDW14,OUT010,168.9913
FDL27,OUT010,97.5284
FDU09,OUT018,763.7875
DRH36,OUT027,2407.352
FDP34,OUT027,3715.5857
FDE04,OUT017,2976.7983
FDZ57,OUT027,3797.2207
FDF02,OUT010,197.1544
FDG28,OUT045,3752.0283
NCI31,OUT046,551.0722
FDT43,OUT013,718.8618
FDU20,OUT046,2541.796
FDD53,OUT013,674.8431
FDW15,OUT045,2792.3752
NCT53,OUT045,2646.3613
NCG55,OUT027,2757.1375
FDD48,OUT035,2116.3308
FDG47,OUT049,4114.7114
FDI21,OUT017,1264.2834
FDT27,OUT017,2906.375
DRO35,OUT013,2076.6975
FDD33,OUT017,3848.2285
FDC04,OUT035,3659.7393
FDY34,OUT013,2080.6018
DRJ49,OUT049,2372.0693
FDE05,OUT049,2885.7402
FDU31,OUT017,3546.193
NCN19,OUT027,3653.8027
FDK56,OUT027,7099.751
FDK58,OUT017,2505.1072
NCJ42,OUT035,2052.0278
FDZ34,OUT027,8162.282
FDA52,OUT018,3267.3154
NCR29,OUT013,606.893
FDT48,OUT035,2819.8875
DRJ51,OUT019,584.0528
NCS54,OUT046,4048.661
FDV01,OUT035,3033.8909
DRG51,OUT027,4441.524
NCG42,OUT013,2589.7427
FDA51,OUT049,1512.3673
FDV19,OUT010,258.08
NCT18,OUT045,3574.3535
NCS41,OUT045,3289.9834
FDO03,OUT046,4529.4526
FDL12,OUT010,247.8873
FDY37,OUT010,288.2482
FDI58,OUT049,1624.6407
FDT28,OUT018,2120.2666
NCC42,OUT010,283.4778
FDO01,OUT017,2158.3584
FDJ02,OUT013,2060.6096
FDQ04,OUT018,409.8793
DRL47,OUT013,1451.0065
FDZ32,OUT035,1780.6594
FDC35,OUT035,2864.8071
FDX14,OUT045,1623.7776
FDZ35,OUT013,1323.8003
FDL14,OUT013,1879.7087
FDO04,OUT049,1016.7822
DRK11,OUT017,2097.6804
FDB44,OUT018,3210.3228
FDZ50,OUT049,3578.9648
FDI12,OUT027,3092.6052
FDU43,OUT017,4503.8394
FDD58,OUT010,218.7723
FDB27,OUT017,3528.4473
FDB04,OUT018,1227.0458
NCO17,OUT013,2137.1987
FDL12,OUT017,807.201
DRJ13,OUT049,2777.7998
FDD57,OUT045,1606.2173
FDW19,OUT035,1680.2618
DRD27,OUT018,1453.0535
FDH27,OUT027,4095.5857
NCW30,OUT027,11458.6045
FDR40,OUT018,883.1212
FDG05,OUT013,2147.6
NCY41,OUT019,83.9872
FDI38,OUT018,2948.119
FDR20,OUT046,817.6487
FDE09,OUT017,1551.17
FDN50,OUT019,305.2716
DRF27,OUT045,3245.699
DRF51,OUT013,490.424
NCO02,OUT019,226.9378
FDB51,OUT027,1741.1782
FDJ50,OUT013,837.733
FDN52,OUT013,1311.41
FDX14,OUT013,1363.3584
FDT27,OUT019,545.9692
FDV10,OUT013,798.998
FDU33,OUT046,857.098
FDU58,OUT046,3119.053
NCP42,OUT027,5468.429
FDL51,OUT027,4749.3276
DRH15,OUT027,914.6935
FDU16,OUT017,1121.7317
FDW15,OUT017,2708.8098
FDQ44,OUT045,2696.925
NCI06,OUT027,5279.4126
DRK23,OUT019,277.263
FDC28,OUT035,1539.6936
NCY17,OUT019,82.86
NCV05,OUT018,2144.3684
FDM34,OUT019,367.3718
DRD60,OUT027,5517.814
FDT38,OUT046,1285.4548
FDQ57,OUT018,1849.527
FDE59,OUT027,1006.1501
NCM43,OUT046,2581.5938
DRI51,OUT049,2797.094
NCG30,OUT017,1962.7137
NCK54,OUT035,2359.0503
FDQ16,OUT019,207.3311
FDI36,OUT013,3468.8071
FDX16,OUT027,3616.7144
FDA34,OUT046,2872.2805
FDJ48,OUT018,2423.523
FDU47,OUT035,2215.474
FDS39,OUT046,1603.9797
FDD11,OUT046,2970.8928
FDM16,OUT027,2220.076
FDU56,OUT018,4195.0327
FDQ32,OUT017,2471.8604
DRK35,OUT013,763.8491
FDA58,OUT049,2476.6882
DRG48,OUT019,381.4004
FDT59,OUT010,653.0122
FDQ31,OUT019,205.2206
FDS51,OUT018,697.722
FDW32,OUT027,2486.7202
FDI15,OUT027,1217.3517
NCV30,OUT017,1035.0278
DRG25,OUT049,3667.5112
FDT02,OUT013,444.4404
FDO33,OUT027,3454.569
FDP38,OUT035,567.9876
FDZ45,OUT035,2762.2412
NCA54,OUT027,6588.7075
FDU33,OUT017,882.0116
FDN58,OUT017,3781.8271
FDI05,OUT045,1299.5814
FDM57,OUT019,235.6613
NCS42,OUT027,2344.124
FDB57,OUT045,4551.624
FDC03,OUT045,3155.8486
FDZ58,OUT013,2588.028
NCK29,OUT045,2016.4104
NCR53,OUT045,4602.691
FDE26,OUT027,3735.998
FDU52,OUT049,2239.235
FDE41,OUT027,2986.8552
FDU38,OUT018,3185.6125
FDA52,OUT017,2426.613
FDW46,OUT046,1624.5977
DRI59,OUT035,4173.135
FDT38,OUT035,1112.8075
FDL33,OUT018,2970.7783
FDQ01,OUT027,6913.8394
FDJ08,OUT046,3662.7737
FDQ47,OUT049,706.6114
NCZ18,OUT013,5463.514
FDE29,OUT017,1114.5383
FDF10,OUT027,3521.256
FDC48,OUT049,1715.0413
FDY58,OUT013,4651.4443
NCX30,OUT010,701.7944
FDV11,OUT013,2485.5066
FDT46,OUT046,713.4474
DRD01,OUT019,276.6607
FDQ11,OUT013,3346.5708
NCM41,OUT017,1173.3234
NCC55,OUT013,542.2866
FDG45,OUT027,4769.183
NCQ54,OUT049,3379.955
FDM34,OUT045,2049.078
FDD17,OUT019,510.6629
FDN38,OUT027,5884.911
FDB53,OUT018,1679.6968
NCL06,OUT035,5027.5454
NCV18,OUT019,178.7101
FDX25,OUT013,2918.8564
FDB39,OUT046,905.2537
FDC33,OUT049,2583.4023
NCO14,OUT018,439.5408
FDA58,OUT027,5246.2686
NCQ02,OUT017,3503.2263
NCR53,OUT017,4373.3413
FDN52,OUT046,1351.1085
FDG26,OUT046,3924.9707
FDE23,OUT027,1462.8295
DRI37,OUT013,694.3216
DRH37,OUT018,2597.7717
FDO01,OUT035,2351.6538
FDK45,OUT049,2317.1626
FDP23,OUT049,4720.401
FDM33,OUT035,3986.6711
FDD36,OUT017,2046.9886
FDL56,OUT017,1148.4707
FDT27,OUT010,568.5052
FDG52,OUT017,639.1595
NCL42,OUT035,5950.924
DRJ24,OUT046,2287.4731
FDV38,OUT046,554.4524
FDT35,OUT045,2983.239
FDY51,OUT045,3295.445
FDC37,OUT017,1805.6322
NCP43,OUT013,2454.5193
FDO33,OUT045,1695.0198
FDW04,OUT018,1827.556
NCC31,OUT046,1786.3068
FDK22,OUT049,2995.642
FDJ50,OUT017,1023.1889
FDV13,OUT017,1774.1334
DRL60,OUT017,2273.9685
FDW03,OUT017,2260.2908
FDY27,OUT035,2961.218
FDB39,OUT027,1322.7161
FDU59,OUT045,2221.6113
FDZ57,OUT049,2837.783
FDO21,OUT049,2597.3643
FDS43,OUT018,2639.4207
FDU28,OUT010,377.862
FDC51,OUT010,125.7725
FDW16,OUT010,175.197
FDP32,OUT010,243.5238
FDB60,OUT019,301.4461
NCQ30,OUT046,1846.6556
FDD26,OUT049,4519.2563
FDI44,OUT045,1108.789
DRH23,OUT046,1012.2426
FDO44,OUT046,1448.4508
FDG04,OUT046,3599.8972
FDM32,OUT027,3510.6567
FDM09,OUT013,1981.8408
FDZ47,OUT013,1390.7675
FDM40,OUT027,3862.8047
FDY48,OUT017,1714.1068
NCM30,OUT045,615.437
FDX36,OUT010,378.082
DRF03,OUT017,548.8826
FDN51,OUT049,4438.6113
FDM57,OUT049,1023.8145
FDB35,OUT049,2003.8988
FDY13,OUT027,2946.274
FDA37,OUT017,2848.9739
NCX53,OUT017,2514.5789
FDD59,OUT018,862.9271
FDX10,OUT019,120.994
FDC03,OUT018,2619.4565
FDW43,OUT035,3967.9937
FDW10,OUT046,2809.1082
FDY14,OUT027,5389.0645
FDV43,OUT045,667.3335
FDO40,OUT013,2230.6401
FDP46,OUT027,2420.6958
NCE43,OUT019,346.0415
FDD05,OUT035,2455.3186
FDJ60,OUT010,557.6193
DRE27,OUT018,1071.5205
FDO11,OUT035,6026.0146
DRG11,OUT027,2546.198
FDK33,OUT010,522.3518
DRM23,OUT045,2486.2803
FDJ02,OUT027,4331.506
NCZ05,OUT045,1445.3644
NCL30,OUT013,1322.6548
FDZ19,OUT018,2554.9277
FDM45,OUT049,2084.3303
FDO36,OUT046,2721.084
NCK31,OUT045,656.6424
DRJ37,OUT045,1938.0426
FDP24,OUT018,2096.0935
FDF46,OUT013,1546.5282
FDX46,OUT019,198.5036
NCL18,OUT045,2762.3381
FDJ26,OUT013,1885.9843
FDJ07,OUT045,2426.7764
FDY15,OUT013,2040.2692
DRG01,OUT045,1148.1932
FDF58,OUT045,1365.4755
FDZ14,OUT019,279.1133
FDP31,OUT049,653.632
FDH45,OUT013,670.886
FDA09,OUT010,372.6027
FDW31,OUT035,2267.52
FDA57,OUT046,899.7066
NCE55,OUT035,2458.1797
FDC17,OUT019,410.1409
FDC59,OUT013,970.7131
FDA22,OUT013,3627.496
FDK52,OUT035,3880.2568
NCM26,OUT046,2378.9517
NCT53,OUT035,1950.6241
FDW45,OUT018,2781.325
NCI18,OUT035,2780.8972
FDE38,OUT018,2560.0288
FDF08,OUT019,294.9896
FDY58,OUT010,590.738
FDF58,OUT019,145.3035
FDX39,OUT017,4858.9946
FDB44,OUT049,3323.961
FDF28,OUT013,2462.1086
FDE39,OUT013,1664.4934
FDT37,OUT018,2546.2986
FDZ45,OUT017,3912.7607
FDO40,OUT035,2860.3594
FDM57,OUT027,1451.7628
DRG36,OUT017,3800.8904
FDY36,OUT010,159.1098
DRL60,OUT027,3014.8938
FDS25,OUT019,195.5203
DRF49,OUT027,3281.577
FDP16,OUT045,6151.4277
FDS60,OUT049,2217.0615
FDU15,OUT027,1012.6963
FDK43,OUT046,2628.5698
FDN25,OUT046,626.2768
FDE53,OUT049,1060.4315
FDB22,OUT013,2167.4062
FDE39,OUT017,2691.7866
FDX35,OUT035,4262.601
NCG54,OUT049,2468.2742
FDH27,OUT035,2106.2866
NCK42,OUT013,2467.3916
FDS25,OUT049,1972.3104
FDI10,OUT018,3132.8445
FDU35,OUT035,1846.3806
FDI04,OUT017,3267.656
DRK23,OUT035,6108.781
FDB53,OUT019,272.4214
FDY02,OUT049,3258.1292
FDM60,OUT035,724.2689
NCJ31,OUT010,649.4032
DRP35,OUT017,1278.2373
NCQ30,OUT018,1021.5282
DRL11,OUT010,194.6465
FDU01,OUT013,3266.8884
FDR39,OUT035,3422.9111
FDO08,OUT046,2034.0878
FDC02,OUT045,5340.1924
NCZ29,OUT035,2010.8224
FDF29,OUT010,238.989
FDZ23,OUT017,3406.0376
NCU53,OUT018,2189.9988
NCW30,OUT013,3207.5845
NCM26,OUT027,3664.0845
FDV50,OUT027,2704.1838
FDW15,OUT049,2665.178
FDI35,OUT027,5712.0454
FDO11,OUT017,5796.031
FDN48,OUT046,1717.9406
NCA17,OUT049,2299.0967
NCN54,OUT013,1013.4154
FDP22,OUT013,617.647
NCB54,OUT035,1672.8771
FDD08,OUT045,627.8818
DRM48,OUT010,104.1262
FDG41,OUT027,3164.9478
FDE44,OUT027,1643.6487
FDE26,OUT035,2486.03
NCS38,OUT013,2583.4705
NCJ54,OUT018,3975.7595
FDI40,OUT019,252.4394
FDN45,OUT018,3683.788
FDU43,OUT046,4998.8423
FDI04,OUT010,474.9454
NCC07,OUT018,1077.8431
NCC07,OUT019,186.1332
NCD18,OUT045,5407.3335
FDU55,OUT035,4650.276
FDX59,OUT035,611.8242
FDR52,OUT049,2930.2866
NCP17,OUT013,898.8708
FDQ32,OUT045,2551.574
NCT17,OUT049,2674.8672
FDO10,OUT049,732.7098
FDE32,OUT049,588.8678
FDN44,OUT045,3102.9036
FDH02,OUT035,827.9338
FDK60,OUT013,1404.4519
FDS24,OUT019,343.3644
FDL03,OUT010,510.7416
FDB46,OUT027,6306.288
FDO48,OUT049,3602.0193
FDZ39,OUT049,1882.8392
FDT02,OUT027,1112.4296
FDC50,OUT013,1893.2988
FDP39,OUT035,731.4208
DRG15,OUT018,1138.376
FDP10,OUT018,1288.8928
FDF53,OUT027,5425.5405
FDN34,OUT045,2417.645
FDK02,OUT045,1700.4554
FDC23,OUT045,2845.8745
FDJ10,OUT019,338.5092
FDE53,OUT035,1219.2079
FDR25,OUT035,4939.6304
FDW50,OUT046,2081.532
FDS09,OUT049,817.1044
FDW49,OUT010,653.5622
FDU51,OUT046,3315.96
FDF28,OUT018,1964.458
NCY30,OUT018,2501.6438
FDD44,OUT045,4293.4326
FDX09,OUT017,3214.4229
NCF30,OUT013,2031.194
FDZ50,OUT019,962.5286
FDW37,OUT013,1398.6301
FDD11,OUT049,3843.486
DRH39,OUT018,1051.0302
FDA36,OUT049,2299.7493
NCG43,OUT049,1124.7451
FDF02,OUT035,1882.1285
FDP57,OUT027,2330.345
NCE42,OUT017,2385.455
NCR38,OUT027,4972.6777
FDP03,OUT019,271.0535
FDO51,OUT035,793.9201
NCQ42,OUT046,1984.8456
NCM41,OUT046,1158.844
FDH48,OUT027,1350.0743
DRF60,OUT046,4696.8965
FDJ27,OUT035,1488.5354
FDQ14,OUT013,2094.6309
FDN27,OUT017,1954.18
NCQ02,OUT046,3733.1409
FDJ33,OUT049,2068.7354
FDP07,OUT027,6392.813
DRE01,OUT049,4916.133
FDU36,OUT045,1482.2623
FDL28,OUT017,3562.2783
NCX53,OUT046,2903.727
FDZ39,OUT013,1350.6776
NCP42,OUT013,3347.3154
FDJ14,OUT035,1239.5306
FDK04,OUT049,881.554
NCC19,OUT017,3012.7866
FDS09,OUT018,835.6269
FDZ02,OUT046,1509.6738
FDD35,OUT018,1606.9426
NCY42,OUT017,2647.3503
FDB05,OUT045,4964.021
FDF20,OUT035,3008.6458
NCO41,OUT018,1179.2616
FDC40,OUT027,1707.196
FDV58,OUT045,3127.4988
FDZ57,OUT045,1068.0236
DRM35,OUT046,2882.6958
DRN36,OUT018,1355.82
FDQ13,OUT046,752.619
DRO35,OUT010,249.7127
NCD43,OUT035,1981.0385
FDA51,OUT018,1068.7217
NCX17,OUT027,5237.5215
NCZ17,OUT049,714.3132
FDR11,OUT027,3339.173
FDW34,OUT049,3844.6208
FDN50,OUT017,1290.8705
FDS09,OUT046,789.4273
FDS48,OUT018,2331.223
FDL44,OUT049,2459.2947
DRF48,OUT018,1765.9462
FDA14,OUT018,1072.0834
NCD30,OUT049,1548.673
FDI16,OUT017,911.0636
NCG06,OUT035,3495.3032
DRZ24,OUT035,2842.6787
NCS17,OUT045,1878.3666
FDB37,OUT045,6226.7344
FDE10,OUT035,1966.4452
FDC57,OUT045,2967.2454
FDM12,OUT018,2539.3762
FDE24,OUT049,2063.1277
FDW22,OUT045,3845.046
DRD01,OUT027,2011.2458
NCZ18,OUT027,3864.371
FDN49,OUT045,517.2542
FDR22,OUT035,2780.0242
FDV08,OUT019,117.7029
FDY39,OUT046,3676.4397
FDV36,OUT049,3216.571
FDO60,OUT045,641.2926
FDU04,OUT027,3180.2366
FDR20,OUT027,1331.1785
FDW19,OUT019,291.5442
FDU40,OUT049,2256.7043
FDK15,OUT045,1384.454
DRF15,OUT035,1954.7618
FDQ25,OUT017,2210.7434
FDI48,OUT019,162.6755
FDS49,OUT046,1552.7543
FDV22,OUT046,2732.0354
NCV42,OUT046,1696.9696
FDX26,OUT046,3174.0186
FDI33,OUT018,1980.0529
FDZ14,OUT049,2351.3635
FDG10,OUT013,574.5458
FDM38,OUT018,664.0092
FDG26,OUT027,7542.733
FDH46,OUT035,1791.6702
FDN13,OUT018,1186.9299
FDU57,OUT035,2447.7683
NCI06,OUT046,3461.838
FDM38,OUT045,1257.7598
NCG42,OUT010,272.5749
FDL39,OUT045,2848.28
FDT31,OUT019,451.3807
FDV59,OUT013,3897.378
FDB49,OUT035,1843.7004
FDD58,OUT049,1629.6959
DRN59,OUT046,733.8524
FDX48,OUT049,3069.011
FDQ11,OUT049,4013.0916
FDY12,OUT049,932.0173
FDQ11,OUT045,3763.2285
DRI11,OUT017,1813.5934
FDY32,OUT027,2391.2825
FDS51,OUT045,792.7344
FDR19,OUT010,225.3391
DRB13,OUT018,2471.5454
FDS21,OUT035,854.3667
FDQ40,OUT045,2122.848
NCE55,OUT013,2746.8137
FDX43,OUT027,4573.0474
FDS12,OUT049,2538.0833
DRK01,OUT027,2961.6948
FDN25,OUT017,995.2227
FDB60,OUT046,3396.1123
FDQ13,OUT017,1232.619
DRK13,OUT045,3962.3528
DRF25,OUT018,442.1957
NCD42,OUT019,102.8465
FDW25,OUT045,1323.4939
NCV29,OUT027,4899.108
NCK42,OUT035,3282.6914
DRJ13,OUT027,2675.588
DRD15,OUT017,2884.5146
FDM27,OUT045,2289.863
FDZ50,OUT018,2794.294
FDC04,OUT046,3230.3772
FDF50,OUT049,3235.6494
FDP15,OUT045,6062.324
FDK46,OUT035,4560.458
FDZ56,OUT018,1853.8857
FDY60,OUT049,1980.98
FDB10,OUT035,3792.584
FDR57,OUT045,1924.1694
FDU58,OUT049,3264.2234
FDH02,OUT046,932.1028
FDP48,OUT013,3683.3433
FDI46,OUT035,4598.387
FDW56,OUT013,4044.5125
NCM19,OUT010,115.0196
FDS50,OUT027,6404.6406
FDK24,OUT013,670.7644
FDO36,OUT017,3903.0515
FDK45,OUT027,1902.0812
NCL05,OUT045,893.7858
FDL32,OUT018,1350.7292
FDA28,OUT049,2350.9187
FDY36,OUT018,1256.5822
FDP32,OUT018,1975.6102
FDL50,OUT046,1847.3782
DRC24,OUT049,2712.3425
NCS18,OUT017,2396.6067
FDD16,OUT017,1523.1106
NCV18,OUT013,2673.9736
FDX07,OUT046,3600.1667
NCZ05,OUT027,3167.1506
NCI31,OUT013,560.0604
FDK14,OUT049,1324.0317
NCR06,OUT045,816.8176
NCF54,OUT049,2989.495
DRG23,OUT010,534.2626
FDD53,OUT046,613.3312
NCM31,OUT027,2939.5532
FDT16,OUT017,5459.9194
FDR40,OUT035,1436.4572
DRG25,OUT017,5446.8345
FDT10,OUT035,1217.8179
FDY32,OUT013,3834.9512
FDN50,OUT035,1204.5841
FDZ35,OUT019,217.8992
NCP54,OUT045,2480.4038
